Date,Status,LineAmountType,Narration,AccountCode,LineAmount,Description,ManualJournalID
2018-12-31,POSTED,NoTax,Loan and Mortgage Interest,901,-7.56,Loan and Mortgage Interest,40f5f6ee-0e95-4cd6-8a4a-9907673b03f6
2018-12-31,POSTED,NoTax,Loan and Mortgage Interest,902,-193.17,Loan and Mortgage Interest,40f5f6ee-0e95-4cd6-8a4a-9907673b03f6
2018-12-31,POSTED,NoTax,Loan and Mortgage Interest,496,200.73,Loan and Mortgage Interest,40f5f6ee-0e95-4cd6-8a4a-9907673b03f6
2018-12-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-234.59,Loan and Mortgage Interest,40f5f6ee-0e95-4cd6-8a4a-9907673b03f6
2018-12-31,POSTED,NoTax,Loan and Mortgage Interest,601,234.59,Loan and Mortgage Interest,40f5f6ee-0e95-4cd6-8a4a-9907673b03f6
2018-12-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-234.59,Loan and Mortgage Interest,40f5f6ee-0e95-4cd6-8a4a-9907673b03f6
2018-12-31,POSTED,NoTax,Loan and Mortgage Interest,601,234.59,Loan and Mortgage Interest,40f5f6ee-0e95-4cd6-8a4a-9907673b03f6
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,478,702.0,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,520-2,1416.66,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,476-2,3223.7,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,151,12921.14,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,520-1,147.04,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,476-1,109.81,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,152,1218.6,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,825,-60.0,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,825,-1659.3,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,825,-1283.01,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,825,-1475.45,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,814,-14935.07,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,858,-247.31,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,858,-206.09,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,153,170.44,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,520,23.3,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,476,12.35,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,970,1530.5,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,970,1530.5,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,814,-3061.0,Wootton Payroll - June 2018,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-06-30,POSTED,NoTax,Wootton Payroll - June 2018,476-2,-78.81,Post tax deduction,49effa5f-49c3-4da8-a09d-7a8a4840e623
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,478,702.0,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,520-2,1416.66,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,476-2,3308.36,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,154,249.99,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,151,13092.3,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,520-1,147.04,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,476-1,106.08,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,152,1229.09,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,825,-49.0,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,825,-1894.9,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,825,-1288.89,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,825,-1482.21,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,814,-15533.88,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,858,-277.15,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,858,-230.97,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,520,23.3,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,476,17.03,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,153,190.64,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,970,1548.15,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,970,1548.15,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,814,-3096.3,Wootton Payroll - September 2018,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,478,-17.65,Private Medical Insurance Directors,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,825,267.14,SPP,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,151,-32.34,Private Medical Insurance Therapists,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2018-09-30,POSTED,NoTax,Wootton Payroll - September 2018,476-2,57.36,SPP,d0e02b4c-45e6-4e71-8744-ea53a8d4019e
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,478,702.0,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,520-2,1608.11,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,476-2,4506.28,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,154,491.88,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,151,11463.77,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,520-1,173.53,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,476-1,245.12,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,152,1194.51,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,825,-84.5,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,825,-1994.9,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,825,-1402.77,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,825,-1613.16,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,814,-14931.08,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,858,-305.74,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,858,-254.79,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,520,27.13,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,476,38.63,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,153,189.03,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,970,1548.15,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,970,1548.15,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,814,-3096.3,Wootton Payroll - January 2019,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,478,-17.65,Private Medical Insurance Directors,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Wootton Payroll - January 2019,151,-35.4,Private Medical Insurance Therapists,32237a32-7769-4b7e-90a7-0c8877112d2b
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,478,702.0,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,520-2,3776.23,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,476-2,3875.73,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,154,202.58,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,151,14466.04,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,520-1,353.78,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,476-1,193.64,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,152,1366.14,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,825,-201.5,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,825,-2361.9,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,825,-1663.95,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,825,-1913.56,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,814,-18279.13,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,858,-446.07,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,858,-304.03,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,520,58.11,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,476,33.72,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,153,212.2,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,970,1548.15,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,970,1548.15,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,814,-3096.3,Moulton Payroll - January 2019,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,478,-17.65,Private Medical Insurance Directors,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,476-2,-49.32,Private Medical Insurance Reception,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2019-01-31,POSTED,NoTax,Moulton Payroll - January 2019,153,-3.06,Private Medical Insurance Therapists,7bf307c2-4c3e-4541-9c6b-1990ab2bd0e0
2018-08-31,POSTED,NoTax,D Evans pension opt-out refund,858,34.08,D Evans pension opt-out refund,0a7922ff-61ea-4d3d-8522-2e26e42efb0a
2018-08-31,POSTED,NoTax,D Evans pension opt-out refund,814,-9.0,D Evans pension opt-out refund,0a7922ff-61ea-4d3d-8522-2e26e42efb0a
2018-08-31,POSTED,NoTax,D Evans pension opt-out refund,814,-9.59,D Evans pension opt-out refund,0a7922ff-61ea-4d3d-8522-2e26e42efb0a
2018-08-31,POSTED,NoTax,D Evans pension opt-out refund,476,-7.5,D Evans pension opt-out refund,0a7922ff-61ea-4d3d-8522-2e26e42efb0a
2018-08-31,POSTED,NoTax,D Evans pension opt-out refund,476,-7.99,D Evans pension opt-out refund,0a7922ff-61ea-4d3d-8522-2e26e42efb0a
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,901,-7.2,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,902,-192.39,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,496,199.59,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,901,-7.21,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,902,-192.4,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,496,199.61,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-233.75,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,601,233.75,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,902-1,-233.76,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-01-31,POSTED,NoTax,Loan and Mortgage Interest,601,233.76,Loan and Mortgage Interest,b166cf10-aa32-4b02-b128-9b7f949df66e
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,478,702.0,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,520-2,1676.38,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,476-2,4297.77,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,154,385.98,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,151,11012.95,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,520-1,182.92,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,476-1,214.9,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,152,1131.86,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,825,-84.0,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,825,-1841.1,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,825,-1330.17,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,825,-1529.68,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,814,-14432.95,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,858,-293.09,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,858,-244.26,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,520,28.5,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,476,35.76,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,153,180.0,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,970,1548.15,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,970,1548.15,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,814,-3096.3,Wootton Payroll - January 2019,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,478,-17.65,Private Medical Insurance Directors,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-02-28,POSTED,NoTax,Wootton Payroll - February 2019,151,-76.12,Private Medical Insurance Therapists,191ed088-2636-4af6-b9e6-254d6095ad6f
2019-03-01,POSTED,NoTax,Reversal: closing stock per client,701,-1069.71,closing stock per client,a5b65023-fa01-4769-b7d8-38dff6f631ba
2019-03-01,POSTED,NoTax,Reversal: closing stock per client,107,1069.71,closing stock per client,a5b65023-fa01-4769-b7d8-38dff6f631ba
2019-03-01,POSTED,NoTax,Reversal: closing stock per client,701,-1661.48,closing stock per client,a5b65023-fa01-4769-b7d8-38dff6f631ba
2019-03-01,POSTED,NoTax,Reversal: closing stock per client,107,1661.48,closing stock per client,a5b65023-fa01-4769-b7d8-38dff6f631ba
2019-02-28,POSTED,NoTax,closing stock per client,701,1069.71,closing stock per client,01fde43c-fb05-4dd1-a4d7-3d29b21dc1b4
2019-02-28,POSTED,NoTax,closing stock per client,107,-1069.71,closing stock per client,01fde43c-fb05-4dd1-a4d7-3d29b21dc1b4
2019-02-28,POSTED,NoTax,closing stock per client,701,1661.48,closing stock per client,01fde43c-fb05-4dd1-a4d7-3d29b21dc1b4
2019-02-28,POSTED,NoTax,closing stock per client,107,-1661.48,closing stock per client,01fde43c-fb05-4dd1-a4d7-3d29b21dc1b4
2019-01-31,POSTED,NoTax,closing stock per client,701,1092.7,closing stock per client,257a6ec1-206f-4ae3-86cb-01330d5e44f5
2019-01-31,POSTED,NoTax,closing stock per client,107,-1092.7,closing stock per client,257a6ec1-206f-4ae3-86cb-01330d5e44f5
2019-01-31,POSTED,NoTax,closing stock per client,701,1352.39,closing stock per client,257a6ec1-206f-4ae3-86cb-01330d5e44f5
2019-01-31,POSTED,NoTax,closing stock per client,107,-1352.39,closing stock per client,257a6ec1-206f-4ae3-86cb-01330d5e44f5
2019-02-01,POSTED,NoTax,Reversal: closing stock per client,701,-1092.7,closing stock per client,16760fdf-2a5a-4f65-b9c3-632716cd4b65
2019-02-01,POSTED,NoTax,Reversal: closing stock per client,107,1092.7,closing stock per client,16760fdf-2a5a-4f65-b9c3-632716cd4b65
2019-02-01,POSTED,NoTax,Reversal: closing stock per client,701,-1352.39,closing stock per client,16760fdf-2a5a-4f65-b9c3-632716cd4b65
